Mississippi Valley State,-5.87,.367,.315,.599,57.7,52.5,9.3,9.6,.572,18.3,33.6,.263
Mississippi,7.24,.276,.365,.535,50.1,60.4,10.3,9.6,.507,17.4,26.1,.196
Kansas City,-4.66,.421,.355,.543,51.2,48.1,7.1,8.8,.496,20.4,21.4,.312
Missouri State,0.91,.282,.383,.520,47.6,43.9,7.6,7.8,.484,14.3,22.4,.211
Missouri,9.99,.349,.363,.539,49.7,48.4,10.7,9.3,.508,16.0,30.0,.241
Monmouth,-1.27,.336,.412,.506,48.8,50.7,8.2,8.7,.467,15.6,26.8,.239
Montana State,-6.04,.356,.352,.522,46.8,41.3,9.5,7.9,.477,16.8,22.0,.267
Montana,-5.95,.381,.309,.528,51.9,45.0,6.1,8.4,.487,17.6,23.8,.275
Morehead State,-3.45,.225,.332,.488,46.9,51.1,11.5,9.2,.464,15.5,27.0,.154
Morgan State,-7.16,.426,.386,.550,50.0,51.0,9.8,8.2,.511,22.7,26.2,.301
Mount St. Mary's,-6.44,.257,.327,.520,48.2,46.7,10.8,6.9,.488,16.2,26.9,.190
Murray State,-3.46,.240,.406,.494,44.5,44.2,7.6,9.6,.468,18.8,23.6,.165
Navy,-5.92,.310,.379,.493,46.0,56.5,10.6,8.8,.461,18.7,24.6,.210
Omaha,-1.84,.363,.389,.589,53.2,48.1,8.9,7.5,.557,13.2,28.1,.266
Nebraska,8.57,.290,.399,.548,55.1,50.6,9.9,10.0,.520,16.0,31.1,.207
Nevada-Las Vegas,5.11,.305,.423,.513,48.8,54.2,7.7,9.2,.480,15.1,25.0,.216
Nevada,6.27,.276,.450,.544,49.9,57.0,8.1,7.5,.516,15.6,24.3,.197
New Hampshire,-6.71,.256,.398,.530,46.9,40.9,7.7,7.7,.499,13.1,21.8,.193
New Mexico State,0.17,.270,.436,.493,44.6,48.7,9.7,6.5,.456,15.4,23.9,.199
New Mexico,4.60,.342,.338,.547,52.6,52.2,8.3,8.8,.511,16.0,27.9,.251
New Orleans,-6.64,.304,.385,.507,50.7,53.9,9.4,7.7,.475,17.6,29.9,.211
Niagara,-2.97,.279,.378,.516,51.5,52.8,7.9,7.6,.479,14.8,26.6,.211
Nicholls State,-6.04,.340,.381,.515,48.2,53.0,7.4,6.3,.479,18.1,28.3,.238
NJIT,-6.29,.268,.408,.517,51.4,53.7,10.1,9.5,.490,15.2,25.2,.185
Norfolk State,-9.34,.342,.447,.477,46.9,55.5,7.5,9.1,.444,17.1,24.5,.222
North Alabama,-2.76,.395,.335,.513,51.9,45.0,8.5,10.2,.472,18.5,26.5,.276
UNC Asheville,-5.04,.265,.320,.501,51.6,46.9,9.6,8.9,.476,16.7,32.1,.177
North Carolina A&T,-4.01,.361,.417,.540,50.6,59.0,9.8,6.3,.507,18.0,29.2,.252
North Carolina Central,-6.70,.426,.419,.536,47.7,55.8,9.8,11.2,.493,21.4,26.9,.302
UNC Greensboro,-1.47,.274,.489,.534,45.7,57.5,10.6,8.2,.499,16.5,23.6,.209
NC State,5.72,.292,.342,.560,51.5,52.5,8.3,10.6,.529,16.4,31.0,.217
UNC Wilmington,-3.38,.331,.312,.534,52.3,41.4,6.8,7.8,.504,17.6,30.9,.226
North Carolina,6.94,.222,.376,.523,44.7,48.0,9.8,8.3,.497,12.8,21.1,.163
North Dakota State,-4.29,.247,.325,.505,46.6,38.4,8.0,6.6,.471,12.1,21.1,.187
North Dakota,-4.53,.295,.359,.576,50.6,46.4,9.1,9.3,.555,12.7,25.3,.205
North Florida,0.91,.260,.301,.498,53.8,52.5,11.9,10.1,.471,14.6,36.0,.178
North Texas,1.73,.308,.299,.490,46.2,41.0,9.6,9.5,.457,18.2,23.9,.208
Northeastern,-0.98,.249,.367,.552,48.2,46.3,11.2,7.0,.524,14.0,23.3,.188
Northern Arizona,-3.18,.341,.351,.551,47.9,44.4,9.0,9.3,.518,12.7,22.1,.246
Northern Colorado,-3.36,.281,.348,.554,49.6,41.0,8.7,6.5,.525,12.9,22.3,.205
Northern Illinois,-2.73,.401,.361,.551,53.2,53.9,9.1,12.9,.511,17.2,29.6,.290
Northern Iowa,3.21,.230,.490,.559,49.3,50.7,9.2,7.0,.537,16.3,20.4,.167
Northern Kentucky,-5.76,.247,.395,.527,48.5,57.1,9.6,8.0,.497,18.9,29.9,.183
Northwestern State,-2.33,.309,.356,.555,51.3,50.5,11.0,7.8,.524,14.6,30.8,.226
Northwestern,7.25,.354,.416,.535,50.3,62.3,6.7,9.4,.499,18.0,23.0,.254
Notre Dame,6.28,.228,.349,.510,49.5,43.9,8.8,8.5,.486,13.6,23.6,.157
Oakland,-3.04,.205,.424,.515,50.5,63.0,8.9,9.1,.493,18.3,32.7,.143
Ohio State,9.16,.291,.352,.505,47.9,48.2,9.0,8.1,.470,13.7,28.4,.211
Ohio,-3.54,.268,.381,.535,50.5,45.5,8.3,9.3,.502,19.0,25.3,.204
Oklahoma State,10.53,.320,.404,.504,49.7,50.7,11.4,8.5,.463,19.4,31.5,.235
Oklahoma,9.81,.280,.342,.525,49.6,44.7,11.6,8.8,.493,18.7,25.7,.204
Old Dominion,-0.08,.287,.454,.518,47.8,55.7,8.5,6.3,.492,14.6,27.4,.192
Oral Roberts,-4.03,.242,.358,.517,47.0,39.2,7.7,9.2,.491,13.0,22.9,.172
Oregon State,8.93,.289,.405,.571,54.5,53.6,9.4,6.5,.544,15.4,32.7,.211
Oregon,8.56,.282,.372,.518,49.9,49.0,8.5,6.9,.489,17.4,29.9,.197
Pacific,1.11,.273,.422,.568,51.4,49.3,7.9,6.1,.537,17.3,22.4,.209
Penn State,9.48,.254,.381,.505,46.8,55.1,9.4,9.6,.474,11.9,23.8,.182
Pennsylvania,-0.22,.294,.381,.544,51.4,45.1,8.6,9.0,.514,13.9,27.8,.212
Pepperdine,4.30,.309,.369,.554,52.5,54.7,10.3,6.8,.525,16.0,31.0,.220
Pittsburgh,6.25,.293,.430,.535,47.5,60.0,10.4,9.5,.506,14.5,26.8,.206
Portland State,-4.75,.373,.378,.550,52.4,51.4,8.7,8.2,.520,20.6,29.1,.256
Portland,-0.64,.255,.411,.517,49.2,47.9,8.7,7.4,.488,15.2,24.8,.184
Prairie View,-2.80,.459,.358,.556,51.6,50.2,11.7,9.9,.523,18.1,34.1,.309
Presbyterian,-3.33,.391,.372,.557,47.0,52.0,10.0,8.6,.518,20.1,24.0,.284
Princeton,-4.15,.236,.321,.524,47.7,39.3,8.1,8.7,.499,15.3,22.3,.169
Providence,7.16,.249,.357,.494,47.8,46.7,8.8,9.8,.465,14.1,27.6,.175
Purdue,7.97,.218,.414,.522,42.7,53.5,8.2,6.5,.499,13.2,23.1,.156
Quinnipiac,-5.07,.280,.387,.539,49.3,48.4,9.7,11.3,.509,16.0,27.9,.203
Radford,-3.49,.360,.378,.554,49.6,49.0,10.7,10.1,.520,18.3,25.7,.259
Rhode Island,1.13,.313,.420,.493,48.7,58.5,10.7,7.6,.449,17.2,28.1,.233
